reference-system-code;reference-system-code-label;reference-system-code-ref
NAD83(2011) / WISCRS Dunn (m) (EPSG:7544);EPSG:7544;http://www.opengis.net/def/crs/EPSG/0/7544
NAD83(2011) / WISCRS Eau Claire (m) (EPSG:7545);EPSG:7545;http://www.opengis.net/def/crs/EPSG/0/7545
NAD83(2011) / WISCRS Florence (m) (EPSG:7546);EPSG:7546;http://www.opengis.net/def/crs/EPSG/0/7546
NAD83(2011) / WISCRS Forest (m) (EPSG:7547);EPSG:7547;http://www.opengis.net/def/crs/EPSG/0/7547
NAD83(2011) / WISCRS Grant (m) (EPSG:7548);EPSG:7548;http://www.opengis.net/def/crs/EPSG/0/7548
NAD83(2011) / WISCRS Green and Lafayette (m) (EPSG:7549);EPSG:7549;http://www.opengis.net/def/crs/EPSG/0/7549
NAD83(2011) / WISCRS Green Lake and Marquette (m) (EPSG:7550);EPSG:7550;http://www.opengis.net/def/crs/EPSG/0/7550
NAD83(2011) / WISCRS Iowa (m) (EPSG:7551);EPSG:7551;http://www.opengis.net/def/crs/EPSG/0/7551
NAD83(2011) / WISCRS Iron (m) (EPSG:7552);EPSG:7552;http://www.opengis.net/def/crs/EPSG/0/7552
NAD83(2011) / WISCRS Jackson (m) (EPSG:7553);EPSG:7553;http://www.opengis.net/def/crs/EPSG/0/7553
NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m) (EPSG:7554);EPSG:7554;http://www.opengis.net/def/crs/EPSG/0/7554
NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (m) (EPSG:7555);EPSG:7555;http://www.opengis.net/def/crs/EPSG/0/7555
NAD83(2011) / WISCRS La Crosse (m) (EPSG:7556);EPSG:7556;http://www.opengis.net/def/crs/EPSG/0/7556
NAD83(2011) / WISCRS Langlade (m) (EPSG:7557);EPSG:7557;http://www.opengis.net/def/crs/EPSG/0/7557
NAD83(2011) / WISCRS Lincoln (m) (EPSG:7558);EPSG:7558;http://www.opengis.net/def/crs/EPSG/0/7558
NAD83(2011) / WISCRS Marathon (m) (EPSG:7559);EPSG:7559;http://www.opengis.net/def/crs/EPSG/0/7559
NAD83(2011) / WISCRS Marinette (m) (EPSG:7560);EPSG:7560;http://www.opengis.net/def/crs/EPSG/0/7560
NAD83(2011) / WISCRS Menominee (m) (EPSG:7561);EPSG:7561;http://www.opengis.net/def/crs/EPSG/0/7561
NAD83(2011) / WISCRS Monroe (m) (EPSG:7562);EPSG:7562;http://www.opengis.net/def/crs/EPSG/0/7562
NAD83(2011) / WISCRS Oconto (m) (EPSG:7563);EPSG:7563;http://www.opengis.net/def/crs/EPSG/0/7563
NAD83(2011) / WISCRS Oneida (m) (EPSG:7564);EPSG:7564;http://www.opengis.net/def/crs/EPSG/0/7564
NAD83(2011) / WISCRS Pepin and Pierce (m) (EPSG:7565);EPSG:7565;http://www.opengis.net/def/crs/EPSG/0/7565
NAD83(2011) / WISCRS Polk (m) (EPSG:7566);EPSG:7566;http://www.opengis.net/def/crs/EPSG/0/7566
NAD83(2011) / WISCRS Portage (m) (EPSG:7567);EPSG:7567;http://www.opengis.net/def/crs/EPSG/0/7567
NAD83(2011) / WISCRS Price (m) (EPSG:7568);EPSG:7568;http://www.opengis.net/def/crs/EPSG/0/7568
NAD83(2011) / WISCRS Richland (m) (EPSG:7569);EPSG:7569;http://www.opengis.net/def/crs/EPSG/0/7569
NAD83(2011) / WISCRS Rock (m) (EPSG:7570);EPSG:7570;http://www.opengis.net/def/crs/EPSG/0/7570
NAD83(2011) / WISCRS Rusk (m) (EPSG:7571);EPSG:7571;http://www.opengis.net/def/crs/EPSG/0/7571
NAD83(2011) / WISCRS Sauk (m) (EPSG:7572);EPSG:7572;http://www.opengis.net/def/crs/EPSG/0/7572
NAD83(2011) / WISCRS Sawyer (m) (EPSG:7573);EPSG:7573;http://www.opengis.net/def/crs/EPSG/0/7573
NAD83(2011) / WISCRS Shawano (m) (EPSG:7574);EPSG:7574;http://www.opengis.net/def/crs/EPSG/0/7574
NAD83(2011) / WISCRS St. Croix (m) (EPSG:7575);EPSG:7575;http://www.opengis.net/def/crs/EPSG/0/7575
NAD83(2011) / WISCRS Taylor (m) (EPSG:7576);EPSG:7576;http://www.opengis.net/def/crs/EPSG/0/7576
NAD83(2011) / WISCRS Trempealeau (m) (EPSG:7577);EPSG:7577;http://www.opengis.net/def/crs/EPSG/0/7577
NAD83(2011) / WISCRS Vernon (m) (EPSG:7578);EPSG:7578;http://www.opengis.net/def/crs/EPSG/0/7578
NAD83(2011) / WISCRS Vilas (m) (EPSG:7579);EPSG:7579;http://www.opengis.net/def/crs/EPSG/0/7579
NAD83(2011) / WISCRS Walworth (m) (EPSG:7580);EPSG:7580;http://www.opengis.net/def/crs/EPSG/0/7580
NAD83(2011) / WISCRS Washburn (m) (EPSG:7581);EPSG:7581;http://www.opengis.net/def/crs/EPSG/0/7581
NAD83(2011) / WISCRS Washington (m) (EPSG:7582);EPSG:7582;http://www.opengis.net/def/crs/EPSG/0/7582
NAD83(2011) / WISCRS Waukesha (m) (EPSG:7583);EPSG:7583;http://www.opengis.net/def/crs/EPSG/0/7583
NAD83(2011) / WISCRS Waupaca (m) (EPSG:7584);EPSG:7584;http://www.opengis.net/def/crs/EPSG/0/7584
NAD83(2011) / WISCRS Waushara (m) (EPSG:7585);EPSG:7585;http://www.opengis.net/def/crs/EPSG/0/7585
NAD83(2011) / WISCRS Wood (m) (EPSG:7586);EPSG:7586;http://www.opengis.net/def/crs/EPSG/0/7586
NAD83(2011) / WISCRS Adams and Juneau (ftUS) (EPSG:7587);EPSG:7587;http://www.opengis.net/def/crs/EPSG/0/7587
NAD83(2011) / WISCRS Ashland (ftUS) (EPSG:7588);EPSG:7588;http://www.opengis.net/def/crs/EPSG/0/7588
NAD83(2011) / WISCRS Barron (ftUS) (EPSG:7589);EPSG:7589;http://www.opengis.net/def/crs/EPSG/0/7589
NAD83(2011) / WISCRS Bayfield (ftUS) (EPSG:7590);EPSG:7590;http://www.opengis.net/def/crs/EPSG/0/7590
NAD83(2011) / WISCRS Brown (ftUS) (EPSG:7591);EPSG:7591;http://www.opengis.net/def/crs/EPSG/0/7591
NAD83(2011) / WISCRS Buffalo (ftUS) (EPSG:7592);EPSG:7592;http://www.opengis.net/def/crs/EPSG/0/7592
NAD83(2011) / WISCRS Burnett (ftUS) (EPSG:7593);EPSG:7593;http://www.opengis.net/def/crs/EPSG/0/7593
NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (ftUS) (EPSG:7594);EPSG:7594;http://www.opengis.net/def/crs/EPSG/0/7594
NAD83(2011) / WISCRS Chippewa (ftUS) (EPSG:7595);EPSG:7595;http://www.opengis.net/def/crs/EPSG/0/7595
NAD83(2011) / WISCRS Clark (ftUS) (EPSG:7596);EPSG:7596;http://www.opengis.net/def/crs/EPSG/0/7596
NAD83(2011) / WISCRS Columbia (ftUS) (EPSG:7597);EPSG:7597;http://www.opengis.net/def/crs/EPSG/0/7597
NAD83(2011) / WISCRS Crawford (ftUS) (EPSG:7598);EPSG:7598;http://www.opengis.net/def/crs/EPSG/0/7598
NAD83(2011) / WISCRS Dane (ftUS) (EPSG:7599);EPSG:7599;http://www.opengis.net/def/crs/EPSG/0/7599
NAD83(2011) / WISCRS Dodge and Jefferson (ftUS) (EPSG:7600);EPSG:7600;http://www.opengis.net/def/crs/EPSG/0/7600
NAD83(2011) / WISCRS Door (ftUS) (EPSG:7601);EPSG:7601;http://www.opengis.net/def/crs/EPSG/0/7601
NAD83(2011) / WISCRS Douglas (ftUS) (EPSG:7602);EPSG:7602;http://www.opengis.net/def/crs/EPSG/0/7602
NAD83(2011) / WISCRS Dunn (ftUS) (EPSG:7603);EPSG:7603;http://www.opengis.net/def/crs/EPSG/0/7603
NAD83(2011) / WISCRS Eau Claire (ftUS) (EPSG:7604);EPSG:7604;http://www.opengis.net/def/crs/EPSG/0/7604
NAD83(2011) / WISCRS Florence (ftUS) (EPSG:7605);EPSG:7605;http://www.opengis.net/def/crs/EPSG/0/7605
NAD83(2011) / WISCRS Forest (ftUS) (EPSG:7606);EPSG:7606;http://www.opengis.net/def/crs/EPSG/0/7606
NAD83(2011) / WISCRS Grant (ftUS) (EPSG:7607);EPSG:7607;http://www.opengis.net/def/crs/EPSG/0/7607
NAD83(2011) / WISCRS Green and Lafayette (ftUS) (EPSG:7608);EPSG:7608;http://www.opengis.net/def/crs/EPSG/0/7608
NAD83(2011) / WISCRS Green Lake and Marquette (ftUS) (EPSG:7609);EPSG:7609;http://www.opengis.net/def/crs/EPSG/0/7609
NAD83(2011) / WISCRS Iowa (ftUS) (EPSG:7610);EPSG:7610;http://www.opengis.net/def/crs/EPSG/0/7610
NAD83(2011) / WISCRS Iron (ftUS) (EPSG:7611);EPSG:7611;http://www.opengis.net/def/crs/EPSG/0/7611
NAD83(2011) / WISCRS Jackson (ftUS) (EPSG:7612);EPSG:7612;http://www.opengis.net/def/crs/EPSG/0/7612
NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS) (EPSG:7613);EPSG:7613;http://www.opengis.net/def/crs/EPSG/0/7613
NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS) (EPSG:7614);EPSG:7614;http://www.opengis.net/def/crs/EPSG/0/7614
NAD83(2011) / WISCRS La Crosse (ftUS) (EPSG:7615);EPSG:7615;http://www.opengis.net/def/crs/EPSG/0/7615
NAD83(2011) / WISCRS Langlade (ftUS) (EPSG:7616);EPSG:7616;http://www.opengis.net/def/crs/EPSG/0/7616
NAD83(2011) / WISCRS Lincoln (ftUS) (EPSG:7617);EPSG:7617;http://www.opengis.net/def/crs/EPSG/0/7617
NAD83(2011) / WISCRS Marathon (ftUS) (EPSG:7618);EPSG:7618;http://www.opengis.net/def/crs/EPSG/0/7618
NAD83(2011) / WISCRS Marinette (ftUS) (EPSG:7619);EPSG:7619;http://www.opengis.net/def/crs/EPSG/0/7619
NAD83(2011) / WISCRS Menominee (ftUS) (EPSG:7620);EPSG:7620;http://www.opengis.net/def/crs/EPSG/0/7620
NAD83(2011) / WISCRS Monroe (ftUS) (EPSG:7621);EPSG:7621;http://www.opengis.net/def/crs/EPSG/0/7621
NAD83(2011) / WISCRS Oconto (ftUS) (EPSG:7622);EPSG:7622;http://www.opengis.net/def/crs/EPSG/0/7622
NAD83(2011) / WISCRS Oneida (ftUS) (EPSG:7623);EPSG:7623;http://www.opengis.net/def/crs/EPSG/0/7623
NAD83(2011) / WISCRS Pepin and Pierce (ftUS) (EPSG:7624);EPSG:7624;http://www.opengis.net/def/crs/EPSG/0/7624
NAD83(2011) / WISCRS Polk (ftUS) (EPSG:7625);EPSG:7625;http://www.opengis.net/def/crs/EPSG/0/7625
NAD83(2011) / WISCRS Portage (ftUS) (EPSG:7626);EPSG:7626;http://www.opengis.net/def/crs/EPSG/0/7626
NAD83(2011) / WISCRS Price (ftUS) (EPSG:7627);EPSG:7627;http://www.opengis.net/def/crs/EPSG/0/7627
NAD83(2011) / WISCRS Richland (ftUS) (EPSG:7628);EPSG:7628;http://www.opengis.net/def/crs/EPSG/0/7628
NAD83(2011) / WISCRS Rock (ftUS) (EPSG:7629);EPSG:7629;http://www.opengis.net/def/crs/EPSG/0/7629
NAD83(2011) / WISCRS Rusk (ftUS) (EPSG:7630);EPSG:7630;http://www.opengis.net/def/crs/EPSG/0/7630
NAD83(2011) / WISCRS Sauk (ftUS) (EPSG:7631);EPSG:7631;http://www.opengis.net/def/crs/EPSG/0/7631
NAD83(2011) / WISCRS Sawyer (ftUS) (EPSG:7632);EPSG:7632;http://www.opengis.net/def/crs/EPSG/0/7632
NAD83(2011) / WISCRS Shawano (ftUS) (EPSG:7633);EPSG:7633;http://www.opengis.net/def/crs/EPSG/0/7633
NAD83(2011) / WISCRS St. Croix (ftUS) (EPSG:7634);EPSG:7634;http://www.opengis.net/def/crs/EPSG/0/7634
NAD83(2011) / WISCRS Taylor (ftUS) (EPSG:7635);EPSG:7635;http://www.opengis.net/def/crs/EPSG/0/7635
NAD83(2011) / WISCRS Trempealeau (ftUS) (EPSG:7636);EPSG:7636;http://www.opengis.net/def/crs/EPSG/0/7636
NAD83(2011) / WISCRS Vernon (ftUS) (EPSG:7637);EPSG:7637;http://www.opengis.net/def/crs/EPSG/0/7637
NAD83(2011) / WISCRS Vilas (ftUS) (EPSG:7638);EPSG:7638;http://www.opengis.net/def/crs/EPSG/0/7638
NAD83(2011) / WISCRS Walworth (ftUS) (EPSG:7639);EPSG:7639;http://www.opengis.net/def/crs/EPSG/0/7639
NAD83(2011) / WISCRS Washburn (ftUS) (EPSG:7640);EPSG:7640;http://www.opengis.net/def/crs/EPSG/0/7640
NAD83(2011) / WISCRS Washington (ftUS) (EPSG:7641);EPSG:7641;http://www.opengis.net/def/crs/EPSG/0/7641
NAD83(2011) / WISCRS Waukesha (ftUS) (EPSG:7642);EPSG:7642;http://www.opengis.net/def/crs/EPSG/0/7642
NAD83(2011) / WISCRS Waupaca (ftUS) (EPSG:7643);EPSG:7643;http://www.opengis.net/def/crs/EPSG/0/7643
NAD83(2011) / WISCRS Waushara (ftUS) (EPSG:7644);EPSG:7644;http://www.opengis.net/def/crs/EPSG/0/7644
NAD83(2011) / WISCRS Wood (ftUS) (EPSG:7645);EPSG:7645;http://www.opengis.net/def/crs/EPSG/0/7645
Kumul 34 height (EPSG:7651);EPSG:7651;http://www.opengis.net/def/crs/EPSG/0/7651
Kiunga height (EPSG:7652);EPSG:7652;http://www.opengis.net/def/crs/EPSG/0/7652
WGS 84 (G730) (EPSG:7656);EPSG:7656;http://www.opengis.net/def/crs/EPSG/0/7656
WGS 84 (G730) (EPSG:7657);EPSG:7657;http://www.opengis.net/def/crs/EPSG/0/7657
WGS 84 (G873) (EPSG:7658);EPSG:7658;http://www.opengis.net/def/crs/EPSG/0/7658
WGS 84 (G873) (EPSG:7659);EPSG:7659;http://www.opengis.net/def/crs/EPSG/0/7659
WGS 84 (G1150) (EPSG:7660);EPSG:7660;http://www.opengis.net/def/crs/EPSG/0/7660
WGS 84 (G1150) (EPSG:7661);EPSG:7661;http://www.opengis.net/def/crs/EPSG/0/7661
WGS 84 (G1674) (EPSG:7662);EPSG:7662;http://www.opengis.net/def/crs/EPSG/0/7662
WGS 84 (G1674) (EPSG:7663);EPSG:7663;http://www.opengis.net/def/crs/EPSG/0/7663
WGS 84 (G1762) (EPSG:7664);EPSG:7664;http://www.opengis.net/def/crs/EPSG/0/7664
WGS 84 (G1762) (EPSG:7665);EPSG:7665;http://www.opengis.net/def/crs/EPSG/0/7665
PZ-90.02 (EPSG:7677);EPSG:7677;http://www.opengis.net/def/crs/EPSG/0/7677
PZ-90.02 (EPSG:7678);EPSG:7678;http://www.opengis.net/def/crs/EPSG/0/7678
PZ-90.11 (EPSG:7679);EPSG:7679;http://www.opengis.net/def/crs/EPSG/0/7679
PZ-90.11 (EPSG:7680);EPSG:7680;http://www.opengis.net/def/crs/EPSG/0/7680
GSK-2011 (EPSG:7681);EPSG:7681;http://www.opengis.net/def/crs/EPSG/0/7681
GSK-2011 (EPSG:7682);EPSG:7682;http://www.opengis.net/def/crs/EPSG/0/7682
GSK-2011 (EPSG:7683);EPSG:7683;http://www.opengis.net/def/crs/EPSG/0/7683
Kyrg-06 (EPSG:7684);EPSG:7684;http://www.opengis.net/def/crs/EPSG/0/7684
Kyrg-06 (EPSG:7685);EPSG:7685;http://www.opengis.net/def/crs/EPSG/0/7685
Kyrg-06 (EPSG:7686);EPSG:7686;http://www.opengis.net/def/crs/EPSG/0/7686
Kyrg-06 / zone 1 (EPSG:7692);EPSG:7692;http://www.opengis.net/def/crs/EPSG/0/7692
Kyrg-06 / zone 2 (EPSG:7693);EPSG:7693;http://www.opengis.net/def/crs/EPSG/0/7693
Kyrg-06 / zone 3 (EPSG:7694);EPSG:7694;http://www.opengis.net/def/crs/EPSG/0/7694
Kyrg-06 / zone 4 (EPSG:7695);EPSG:7695;http://www.opengis.net/def/crs/EPSG/0/7695
Kyrg-06 / zone 5 (EPSG:7696);EPSG:7696;http://www.opengis.net/def/crs/EPSG/0/7696
DHHN12 height (EPSG:7699);EPSG:7699;http://www.opengis.net/def/crs/EPSG/0/7699
Latvia 2000 height (EPSG:7700);EPSG:7700;http://www.opengis.net/def/crs/EPSG/0/7700
EPSG moving platform example (EPSG:7706);EPSG:7706;http://www.opengis.net/def/crs/EPSG/0/7706
ODN (Offshore) height (EPSG:7707);EPSG:7707;http://www.opengis.net/def/crs/EPSG/0/7707
WGS 84 / India NSF LCC (EPSG:7755);EPSG:7755;http://www.opengis.net/def/crs/EPSG/0/7755
WGS 84 / Andhra Pradesh (EPSG:7756);EPSG:7756;http://www.opengis.net/def/crs/EPSG/0/7756
WGS 84 / Arunachal Pradesh (EPSG:7757);EPSG:7757;http://www.opengis.net/def/crs/EPSG/0/7757
WGS 84 / Assam (EPSG:7758);EPSG:7758;http://www.opengis.net/def/crs/EPSG/0/7758
WGS 84 / Bihar (EPSG:7759);EPSG:7759;http://www.opengis.net/def/crs/EPSG/0/7759
WGS 84 / Delhi (EPSG:7760);EPSG:7760;http://www.opengis.net/def/crs/EPSG/0/7760
WGS 84 / Gujarat (EPSG:7761);EPSG:7761;http://www.opengis.net/def/crs/EPSG/0/7761
WGS 84 / Haryana (EPSG:7762);EPSG:7762;http://www.opengis.net/def/crs/EPSG/0/7762
WGS 84 / Himachal Pradesh (EPSG:7763);EPSG:7763;http://www.opengis.net/def/crs/EPSG/0/7763
WGS 84 / Jammu and Kashmir (EPSG:7764);EPSG:7764;http://www.opengis.net/def/crs/EPSG/0/7764
WGS 84 / Jharkhand (EPSG:7765);EPSG:7765;http://www.opengis.net/def/crs/EPSG/0/7765
WGS 84 / Madhya Pradesh (EPSG:7766);EPSG:7766;http://www.opengis.net/def/crs/EPSG/0/7766
WGS 84 / Maharashtra (EPSG:7767);EPSG:7767;http://www.opengis.net/def/crs/EPSG/0/7767
WGS 84 / Manipur (EPSG:7768);EPSG:7768;http://www.opengis.net/def/crs/EPSG/0/7768
WGS 84 / Meghalaya (EPSG:7769);EPSG:7769;http://www.opengis.net/def/crs/EPSG/0/7769
WGS 84 / Nagaland (EPSG:7770);EPSG:7770;http://www.opengis.net/def/crs/EPSG/0/7770
WGS 84 / India Northeast (EPSG:7771);EPSG:7771;http://www.opengis.net/def/crs/EPSG/0/7771
WGS 84 / Orissa (EPSG:7772);EPSG:7772;http://www.opengis.net/def/crs/EPSG/0/7772
WGS 84 / Punjab (EPSG:7773);EPSG:7773;http://www.opengis.net/def/crs/EPSG/0/7773
WGS 84 / Rajasthan (EPSG:7774);EPSG:7774;http://www.opengis.net/def/crs/EPSG/0/7774
WGS 84 / Uttar Pradesh (EPSG:7775);EPSG:7775;http://www.opengis.net/def/crs/EPSG/0/7775
WGS 84 / Uttaranchal (EPSG:7776);EPSG:7776;http://www.opengis.net/def/crs/EPSG/0/7776
WGS 84 / Andaman and Nicobar (EPSG:7777);EPSG:7777;http://www.opengis.net/def/crs/EPSG/0/7777
WGS 84 / Chhattisgarh (EPSG:7778);EPSG:7778;http://www.opengis.net/def/crs/EPSG/0/7778
WGS 84 / Goa (EPSG:7779);EPSG:7779;http://www.opengis.net/def/crs/EPSG/0/7779
WGS 84 / Karnataka (EPSG:7780);EPSG:7780;http://www.opengis.net/def/crs/EPSG/0/7780
WGS 84 / Kerala (EPSG:7781);EPSG:7781;http://www.opengis.net/def/crs/EPSG/0/7781
WGS 84 / Lakshadweep (EPSG:7782);EPSG:7782;http://www.opengis.net/def/crs/EPSG/0/7782
WGS 84 / Mizoram (EPSG:7783);EPSG:7783;http://www.opengis.net/def/crs/EPSG/0/7783
WGS 84 / Sikkim (EPSG:7784);EPSG:7784;http://www.opengis.net/def/crs/EPSG/0/7784
WGS 84 / Tamil Nadu (EPSG:7785);EPSG:7785;http://www.opengis.net/def/crs/EPSG/0/7785
WGS 84 / Tripura (EPSG:7786);EPSG:7786;http://www.opengis.net/def/crs/EPSG/0/7786
WGS 84 / West Bengal (EPSG:7787);EPSG:7787;http://www.opengis.net/def/crs/EPSG/0/7787
ITRF2014 (EPSG:7789);EPSG:7789;http://www.opengis.net/def/crs/EPSG/0/7789
RDN2008 / UTM zone 32N (EPSG:7791);EPSG:7791;http://www.opengis.net/def/crs/EPSG/0/7791
RDN2008 / UTM zone 33N (EPSG:7792);EPSG:7792;http://www.opengis.net/def/crs/EPSG/0/7792
RDN2008 / UTM zone 34N (EPSG:7793);EPSG:7793;http://www.opengis.net/def/crs/EPSG/0/7793
RDN2008 / Italy zone (E-N) (EPSG:7794);EPSG:7794;http://www.opengis.net/def/crs/EPSG/0/7794
RDN2008 / Zone 12 (E-N) (EPSG:7795);EPSG:7795;http://www.opengis.net/def/crs/EPSG/0/7795
BGS2005 (EPSG:7796);EPSG:7796;http://www.opengis.net/def/crs/EPSG/0/7796
BGS2005 (EPSG:7797);EPSG:7797;http://www.opengis.net/def/crs/EPSG/0/7797
BGS2005 (EPSG:7798);EPSG:7798;http://www.opengis.net/def/crs/EPSG/0/7798
BGS2005 / UTM zone 34N (N-E) (EPSG:7799);EPSG:7799;http://www.opengis.net/def/crs/EPSG/0/7799
BGS2005 / UTM zone 35N (N-E) (EPSG:7800);EPSG:7800;http://www.opengis.net/def/crs/EPSG/0/7800
BGS2005 / CCS2005 (EPSG:7801);EPSG:7801;http://www.opengis.net/def/crs/EPSG/0/7801
BGS2005 / UTM zone 34N (EPSG:7803);EPSG:7803;http://www.opengis.net/def/crs/EPSG/0/7803
BGS2005 / UTM zone 35N (EPSG:7804);EPSG:7804;http://www.opengis.net/def/crs/EPSG/0/7804
BGS2005 / UTM zone 36N (EPSG:7805);EPSG:7805;http://www.opengis.net/def/crs/EPSG/0/7805
WGS 84 (Transit) (EPSG:7815);EPSG:7815;http://www.opengis.net/def/crs/EPSG/0/7815
WGS 84 (Transit) (EPSG:7816);EPSG:7816;http://www.opengis.net/def/crs/EPSG/0/7816
Pulkovo 1942 / CS63 zone X1 (EPSG:7825);EPSG:7825;http://www.opengis.net/def/crs/EPSG/0/7825
Pulkovo 1942 / CS63 zone X2 (EPSG:7826);EPSG:7826;http://www.opengis.net/def/crs/EPSG/0/7826
Pulkovo 1942 / CS63 zone X3 (EPSG:7827);EPSG:7827;http://www.opengis.net/def/crs/EPSG/0/7827
Pulkovo 1942 / CS63 zone X4 (EPSG:7828);EPSG:7828;http://www.opengis.net/def/crs/EPSG/0/7828
Pulkovo 1942 / CS63 zone X5 (EPSG:7829);EPSG:7829;http://www.opengis.net/def/crs/EPSG/0/7829
Pulkovo 1942 / CS63 zone X6 (EPSG:7830);EPSG:7830;http://www.opengis.net/def/crs/EPSG/0/7830
Pulkovo 1942 / CS63 zone X7 (EPSG:7831);EPSG:7831;http://www.opengis.net/def/crs/EPSG/0/7831
POM96 height (EPSG:7832);EPSG:7832;http://www.opengis.net/def/crs/EPSG/0/7832
DHHN2016 height (EPSG:7837);EPSG:7837;http://www.opengis.net/def/crs/EPSG/0/7837
NZVD2016 height (EPSG:7839);EPSG:7839;http://www.opengis.net/def/crs/EPSG/0/7839
POM08 height (EPSG:7841);EPSG:7841;http://www.opengis.net/def/crs/EPSG/0/7841
GDA2020 (EPSG:7842);EPSG:7842;http://www.opengis.net/def/crs/EPSG/0/7842
GDA2020 (EPSG:7843);EPSG:7843;http://www.opengis.net/def/crs/EPSG/0/7843
GDA2020 (EPSG:7844);EPSG:7844;http://www.opengis.net/def/crs/EPSG/0/7844
GDA2020 / GA LCC (EPSG:7845);EPSG:7845;http://www.opengis.net/def/crs/EPSG/0/7845
GDA2020 / MGA zone 46 (EPSG:7846);EPSG:7846;http://www.opengis.net/def/crs/EPSG/0/7846
GDA2020 / MGA zone 47 (EPSG:7847);EPSG:7847;http://www.opengis.net/def/crs/EPSG/0/7847
GDA2020 / MGA zone 48 (EPSG:7848);EPSG:7848;http://www.opengis.net/def/crs/EPSG/0/7848
GDA2020 / MGA zone 49 (EPSG:7849);EPSG:7849;http://www.opengis.net/def/crs/EPSG/0/7849
GDA2020 / MGA zone 50 (EPSG:7850);EPSG:7850;http://www.opengis.net/def/crs/EPSG/0/7850
GDA2020 / MGA zone 51 (EPSG:7851);EPSG:7851;http://www.opengis.net/def/crs/EPSG/0/7851
GDA2020 / MGA zone 52 (EPSG:7852);EPSG:7852;http://www.opengis.net/def/crs/EPSG/0/7852
GDA2020 / MGA zone 53 (EPSG:7853);EPSG:7853;http://www.opengis.net/def/crs/EPSG/0/7853
GDA2020 / MGA zone 54 (EPSG:7854);EPSG:7854;http://www.opengis.net/def/crs/EPSG/0/7854
GDA2020 / MGA zone 55 (EPSG:7855);EPSG:7855;http://www.opengis.net/def/crs/EPSG/0/7855
GDA2020 / MGA zone 56 (EPSG:7856);EPSG:7856;http://www.opengis.net/def/crs/EPSG/0/7856
GDA2020 / MGA zone 57 (EPSG:7857);EPSG:7857;http://www.opengis.net/def/crs/EPSG/0/7857
GDA2020 / MGA zone 58 (EPSG:7858);EPSG:7858;http://www.opengis.net/def/crs/EPSG/0/7858
GDA2020 / MGA zone 59 (EPSG:7859);EPSG:7859;http://www.opengis.net/def/crs/EPSG/0/7859
Astro DOS 71 / SHLG71 (EPSG:7877);EPSG:7877;http://www.opengis.net/def/crs/EPSG/0/7877
Astro DOS 71 / UTM zone 30S (EPSG:7878);EPSG:7878;http://www.opengis.net/def/crs/EPSG/0/7878
St. Helena Tritan (EPSG:7879);EPSG:7879;http://www.opengis.net/def/crs/EPSG/0/7879
St. Helena Tritan (EPSG:7880);EPSG:7880;http://www.opengis.net/def/crs/EPSG/0/7880
St. Helena Tritan (EPSG:7881);EPSG:7881;http://www.opengis.net/def/crs/EPSG/0/7881
St. Helena Tritan / SHLG(Tritan) (EPSG:7882);EPSG:7882;http://www.opengis.net/def/crs/EPSG/0/7882
St. Helena Tritan / UTM zone 30S (EPSG:7883);EPSG:7883;http://www.opengis.net/def/crs/EPSG/0/7883
SHGD2015 (EPSG:7884);EPSG:7884;http://www.opengis.net/def/crs/EPSG/0/7884
SHGD2015 (EPSG:7885);EPSG:7885;http://www.opengis.net/def/crs/EPSG/0/7885
SHGD2015 (EPSG:7886);EPSG:7886;http://www.opengis.net/def/crs/EPSG/0/7886
SHMG2015 (EPSG:7887);EPSG:7887;http://www.opengis.net/def/crs/EPSG/0/7887
Jamestown 1971 height (EPSG:7888);EPSG:7888;http://www.opengis.net/def/crs/EPSG/0/7888
St. Helena Tritan 2011 height (EPSG:7889);EPSG:7889;http://www.opengis.net/def/crs/EPSG/0/7889
SHVD2015 height (EPSG:7890);EPSG:7890;http://www.opengis.net/def/crs/EPSG/0/7890
GDA2020 / Vicgrid (EPSG:7899);EPSG:7899;http://www.opengis.net/def/crs/EPSG/0/7899
ITRF88 (EPSG:7900);EPSG:7900;http://www.opengis.net/def/crs/EPSG/0/7900
ITRF89 (EPSG:7901);EPSG:7901;http://www.opengis.net/def/crs/EPSG/0/7901
ITRF90 (EPSG:7902);EPSG:7902;http://www.opengis.net/def/crs/EPSG/0/7902
ITRF91 (EPSG:7903);EPSG:7903;http://www.opengis.net/def/crs/EPSG/0/7903
ITRF92 (EPSG:7904);EPSG:7904;http://www.opengis.net/def/crs/EPSG/0/7904
ITRF93 (EPSG:7905);EPSG:7905;http://www.opengis.net/def/crs/EPSG/0/7905
ITRF94 (EPSG:7906);EPSG:7906;http://www.opengis.net/def/crs/EPSG/0/7906
ITRF96 (EPSG:7907);EPSG:7907;http://www.opengis.net/def/crs/EPSG/0/7907
ITRF97 (EPSG:7908);EPSG:7908;http://www.opengis.net/def/crs/EPSG/0/7908
